TimeStamp,ID,Rating,Latitude,Longitude
2023-10-31 07:03:06,f33573c519b4,9.0,3.13257760489,101.600992267
2023-10-31 13:04:59,66b34cc1010e,17.0,3.13743777612,101.603452455
2023-10-31 06:05:05,932e9c93e6b5,68.0,3.13765037415,101.605934173
2023-10-31 06:08:03,c9273aa36386,97.0,3.13455905643,101.606119865
2023-10-31 12:05:58,69eb5f29b792,66.0,3.13815025092,101.602654327
2023-10-31 03:09:04,9e61429cc238,66.0,3.13975496289,101.602885518
2023-10-31 10:08:05,0ed9fd9a7db5,30.0,3.13927087128,101.604290942
2023-10-31 09:02:03,74a439b5c546,52.0,3.13709829505,101.600958827
2023-10-30 23:06:02,41c95dec59f2,28.0,3.13733035327,101.604419804
2023-10-31 01:11:00,db64085de1ac,63.0,3.13961195037,101.607975863
2023-10-31 01:11:04,f171d256d4a4,7.0,3.13105671338,101.600021073
2023-10-31 14:11:02,78802a7f9988,53.0,3.13465854557,101.607905209
2023-10-31 11:08:03,672face660f9,40.0,3.13576503502,101.604392267
2023-10-31 00:11:01,56a9071b07ca,13.0,3.13812629423,101.608608847
2023-10-31 12:08:05,3b567a1e1aec,64.0,3.13287463996,101.602305183
2023-10-31 12:07:04,a8dae9ba3712,100.0,3.13118215392,101.609189643
2023-10-31 13:04:05,30250a690d93,43.0,3.13629746779,101.604383051
2023-10-31 00:04:01,203a5e0ff342,33.0,3.13781614092,101.608853315
2023-10-31 03:09:03,c50f80cb498e,52.0,3.13328725735,101.608208985
2023-10-31 06:03:59,5eb49352212d,52.0,3.13991354627,101.608945387
2023-10-31 05:03:00,4d9615a3ea1f,19.0,3.1378768289,101.600730339
2023-10-31 05:09:59,9e1d81c26f4c,7.0,3.13529339523,101.600776617
2023-10-31 06:07:00,e5419d414f6c,3.0,3.1396054695,101.600703884
2023-10-30 23:02:58,ed15e5a108ce,52.0,3.13006250368,101.606526151
2023-10-31 00:11:05,84f4545aad56,54.0,3.13003203866,101.602322749
2023-10-31 11:03:58,6c928cbcf06f,83.0,3.13257628138,101.601005104
2023-10-31 11:02:04,27255f2413f3,53.0,3.13069705636,101.605114397
2023-10-31 03:09:59,205bac06ae34,60.0,3.13712274986,101.608191891
2023-10-31 10:03:03,11f4a26d472b,68.0,3.13721971792,101.607014408
2023-10-31 13:07:00,85e1febdf407,46.0,3.1344259393,101.604615325
2023-10-31 02:01:57,4e6bd003b52e,26.0,3.13141294938,101.600707823
2023-10-31 09:07:02,9aaee1bd7287,90.0,3.13265287521,101.605466536
2023-10-31 09:02:59,66db857e0d21,15.0,3.13271211345,101.608766445
2023-10-31 10:08:02,abbe4b50f99f,50.0,3.13447913294,101.601445086
2023-10-31 10:04:04,759fecc5ed34,100.0,3.13720861928,101.609562852
2023-10-31 03:05:03,9ae079fc0d60,47.0,3.13683412104,101.605511073
2023-10-31 01:02:06,078e2e115586,58.0,3.13994169885,101.600021794
2023-10-31 09:10:01,951419a29306,60.0,3.13879002792,101.605346709
2023-10-31 02:03:00,8632b109cdb6,56.0,3.13831596635,101.603893972
2023-10-31 13:07:06,275599561680,7.0,3.1378069523,101.603998956
2023-10-31 04:11:01,fa7369524114,83.0,3.13908878439,101.601719384
2023-10-31 06:11:03,8979bb27540c,5.0,3.13696347718,101.600535809
2023-10-31 04:06:00,feeeea79baab,52.0,3.13436167361,101.604898656
2023-10-31 14:02:00,57952189707d,1.0,3.13577161768,101.607523336
2023-10-31 11:08:57,29ea847728e6,47.0,3.13815656755,101.603818206
2023-10-31 07:03:59,377c605cccbf,50.0,3.13498431099,101.609349061
2023-10-31 14:05:01,d923f61abc83,14.0,3.13538653857,101.600284845
2023-10-31 12:04:04,9d68bbfa4a47,23.0,3.13069824666,101.606344193
2023-10-31 00:09:57,3d0b5a7d44b2,78.0,3.13956702901,101.60027116
2023-10-31 14:06:57,6f9d9bd6b762,39.0,3.13769730415,101.604824665
2023-10-31 13:07:01,426e8f78afef,26.0,3.13072909315,101.600581051
2023-10-31 03:05:59,84702f13350e,60.0,3.13942274818,101.602481592
2023-10-31 13:10:57,6e6632ba877f,72.0,3.13185566017,101.603624264
2023-10-30 23:05:02,63a8f15d842f,42.0,3.13575234549,101.609501344
2023-10-31 06:10:57,2b9b73bb7bc8,79.0,3.13616871791,101.602680804
2023-10-31 07:07:57,3cd6256763bf,89.0,3.1345903923,101.602971062
2023-10-31 08:04:03,0e4df17d15fe,16.0,3.13882287973,101.600119176
2023-10-31 12:02:00,7c4240160bb2,82.0,3.13820495154,101.608735851
2023-10-30 23:02:05,b47b3e150003,35.0,3.13701783731,101.603806399
2023-10-31 12:09:57,a7acce087398,43.0,3.13244123859,101.604777287
2023-10-31 02:11:05,3165540bffc4,49.0,3.13468612704,101.603669535
2023-10-31 04:08:03,aa068e06a8fc,31.0,3.13439831338,101.604695368
2023-10-31 08:10:58,6212a69b490f,29.0,3.13868126634,101.602843255
2023-10-31 07:11:00,58a588f6734c,72.0,3.13329498036,101.609093288
2023-10-31 06:09:04,95fda8249531,99.0,3.13678008634,101.60165822
2023-10-31 09:05:04,35146323b243,86.0,3.13907168797,101.600427554
2023-10-31 05:07:05,4e77992d0ef3,52.0,3.13914294361,101.606271377
2023-10-31 03:07:01,3ad3d941b833,91.0,3.13417970976,101.607647094
2023-10-31 09:02:02,349b10fb310d,28.0,3.13684252189,101.600613594
2023-10-31 12:05:01,1e62dbec8894,77.0,3.1321142737,101.600475128
2023-10-31 13:10:04,cdc089d70c5b,91.0,3.13920948449,101.602691956
2023-10-31 08:09:01,6992766c6d2d,90.0,14.5851075559,120.980642981
2023-10-31 07:02:59,9f266ea68b0e,77.0,14.5871406425,120.985574029
2023-10-31 11:07:59,e7eeaf57f14a,41.0,14.5804485488,120.980447371
2023-10-31 03:07:59,ee25a2c353e4,40.0,14.5814008093,120.988948276
2023-10-31 03:11:05,632a3b25312f,89.0,14.5886048072,120.981036649
2023-10-30 23:09:06,415af2210127,70.0,14.5866113453,120.987503286
2023-10-31 06:04:05,b9fa636a8472,40.0,14.5840544558,120.989014691
2023-10-30 23:09:03,1b8488a519c6,81.0,14.5878370527,120.985201315
2023-10-30 23:03:04,467934a4c402,3.0,14.5860929226,120.98587515
2023-10-31 10:09:02,2995d8d56381,58.0,14.5875180264,120.988744567
2023-10-31 06:03:58,b89dd482af9c,90.0,14.5868711238,120.986372941
2023-10-31 14:02:58,079140d710eb,24.0,14.5827447519,120.988300283
2023-10-31 14:08:57,0bf8e2be9d05,17.0,14.589710231,120.989834569
2023-10-31 05:08:59,666738cdd1af,74.0,14.5860574347,120.980319114
2023-10-31 14:03:03,9ad1f11d0bcb,42.0,14.583681041,120.985805043
2023-10-30 23:09:02,7545da9433b2,98.0,14.5830027541,120.988128608
2023-10-31 01:06:04,51ecad6d3eaf,10.0,14.5807183887,120.981799682
2023-10-31 10:08:59,cae6926d0362,98.0,14.580878896,120.982801899
2023-10-31 10:06:59,e27dcec73214,44.0,14.5876557929,120.983811452
2023-10-31 11:08:03,353f4e95cb16,54.0,14.5851060757,120.982484873
2023-10-30 23:08:05,69afd0eedcd4,82.0,14.5861693805,120.982250865
2023-10-31 14:08:06,101cc31f9db9,20.0,14.581981226,120.988660829
2023-10-31 07:09:04,6a16670e5a25,52.0,14.5873312547,120.986113901
2023-10-31 02:10:02,4b4c97b43f3a,28.0,14.5839776323,120.982423536
2023-10-31 05:05:02,bca47af9c452,20.0,14.5805231939,120.981487071
2023-10-31 02:11:04,438b718aab70,51.0,14.5823763771,120.9855599
2023-10-31 14:05:03,1302f34449de,73.0,14.5828544948,120.987672238
2023-10-31 11:08:00,4d1b1eecd811,11.0,14.5849002208,120.980331945
2023-10-31 00:01:57,f98113baa5a3,33.0,14.5844095865,120.981640749
2023-10-31 14:06:04,68b44e183fed,41.0,14.5873530595,120.984770446
2023-10-31 01:06:57,7a6f991ee47b,11.0,14.5872013484,120.980276666
2023-10-31 05:07:02,d6ff2d443390,49.0,14.5838067215,120.984403514
2023-10-31 03:07:57,af678f9ddf8c,37.0,14.5862263449,120.988695536
2023-10-31 03:04:06,78eca46f31cf,78.0,14.5836084029,120.987409787
2023-10-31 05:03:02,ccdc5a76a79c,89.0,14.5853093944,120.984762548
2023-10-30 23:11:06,599dab10960e,40.0,14.5848425639,120.986906369
2023-10-31 12:08:06,01c491cc5983,41.0,14.583881322,120.980715264
2023-10-31 09:01:59,4021914450dd,61.0,14.586100154,120.989118099
2023-10-31 08:10:04,1f7be1e2528d,39.0,14.5808469535,120.986528349
2023-10-31 12:03:57,1237f358d277,85.0,14.5869253061,120.985028192
2023-10-31 01:04:01,8b491be24c5e,13.0,14.5862636818,120.980761443
2023-10-31 09:10:06,dd480e443b55,88.0,14.5855326781,120.985069315
2023-10-31 10:09:59,d9972cace226,10.0,14.5831277494,120.987403766
2023-10-31 03:06:03,39df42731d11,78.0,14.5853697705,120.985640847
2023-10-31 02:04:02,9c8c5426891a,11.0,14.5813099631,120.989402281
2023-10-31 02:07:59,fbd2409bb6fc,31.0,14.5813135367,120.989449818
2023-10-30 23:06:06,969e10e9d22e,64.0,14.5814346213,120.986903634
2023-10-31 00:10:06,a12a0768d68b,5.0,14.5898079094,120.981445819
2023-10-31 00:04:59,6fcd5daabb77,14.0,14.5872807187,120.9856492
2023-10-31 02:09:00,c97bff8b07c2,84.0,14.588164034,120.988487197
2023-10-31 02:11:06,9cc26b15258f,86.0,14.5862166347,120.986357141
2023-10-31 12:05:03,952631934605,5.0,14.5825018962,120.987585615
2023-10-31 07:03:57,0c7da471fe9d,16.0,14.5878349748,120.984814492
2023-10-31 13:10:00,1f99b042f5c0,92.0,14.5879742691,120.988915226
2023-10-31 10:05:04,5e5ec3908ed4,56.0,14.5891235914,120.981581369
2023-10-31 01:09:03,ebe45e318f19,70.0,14.5834100924,120.987613142
2023-10-31 14:05:06,9784f8be1b24,99.0,14.5803619529,120.981935662
2023-10-31 08:11:00,534ab76578a4,3.0,14.5859064026,120.988107736
2023-10-31 09:10:06,b53d784ebed4,97.0,14.5865345103,120.985044612
2023-10-30 23:03:00,8de929cd70d4,91.0,14.5835332817,120.981132555
2023-10-30 23:09:58,f2844dc017f9,14.0,14.5881754224,120.980814205
2023-10-31 08:04:05,973dc338911a,82.0,14.586694483,120.982393999
2023-10-31 08:05:05,49cb5e295252,16.0,14.5805410163,120.986361823
2023-10-31 13:11:05,022761fc0755,76.0,14.5826553189,120.981178492
2023-10-31 09:11:03,5cb6d21de86b,45.0,14.5866705453,120.98785506
2023-10-30 23:04:04,76252c651d33,25.0,14.5829365402,120.988577786
2023-10-31 11:08:04,63c2785f3668,4.0,14.5884637264,120.982996588
2023-10-31 09:06:59,65ec5195df07,79.0,14.5804010697,120.987824376
2023-10-31 12:09:02,96059981fe12,51.0,14.5830398762,120.983599954
2023-10-31 14:10:05,e327a2256874,60.0,14.5815016805,120.98568159
2023-10-31 05:06:58,fb58fe8a28ae,30.0,14.5816570471,120.986103349
2023-10-31 13:08:03,9d3fd204f100,35.0,14.5877801191,120.98702185
2023-10-31 10:02:57,908c54e5aca8,18.0,14.5824931141,120.989652104
2023-10-31 09:04:06,290a7adb1e87,70.0,14.583646724,120.983844324
2023-10-31 01:08:05,d6058e9510dd,3.0,14.582312966,120.988679715
2023-10-31 11:02:06,3c50d7a32a37,69.0,14.5816311111,120.988086514
2023-10-31 13:10:58,a19d436bd817,24.0,14.5824600503,120.98177724
2023-10-31 06:05:02,5773b3e81410,89.0,14.5842272425,120.980025475
2023-10-31 08:04:06,ce74e8f879b6,62.0,14.5836676338,120.981630358
2023-10-31 10:06:01,903a44526e1a,72.0,14.5869738559,120.986042627
2023-10-31 14:02:00,794765f33263,7.0,14.581259143,120.980748368
2023-10-31 05:06:01,3efc0fa8d47b,16.0,14.5885639766,120.985167091
2023-10-31 00:04:59,0b7ec9018659,41.0,14.5890260229,120.987462428
2023-10-31 12:05:57,1337f459071b,5.0,14.5897885429,120.980794554
2023-10-30 23:09:02,cb86a255be9b,18.0,14.588411584,120.988600107
2023-10-31 14:07:02,5479c9f39faa,38.0,14.5846107149,120.986332757
